raceId,year,round,circuitId,name,name_number,Country,Location,lat,lng,date,time,url
286,1993,14,27,Portuguese Grand Prix,n°14 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1993-09-26,\N,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
287,1993,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1993-10-24,\N,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
288,1993,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1993-11-07,\N,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix
289,1992,1,30,South African Grand Prix,n°1 - South African Grand Prix,South Africa,Midrand,-25.9894,28.0767,1992-03-01,\N,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix
290,1992,2,32,Mexican Grand Prix,n°2 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1992-03-22,\N,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
291,1992,3,18,Brazilian Grand Prix,n°3 - Brazilian Grand Prix,Brazil,São Paulo,-23.7036,-46.6997,1992-04-05,\N,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
292,1992,4,4,Spanish Grand Prix,n°4 - Spanish Grand Prix,Spain,Montmeló,41.57,2.26111,1992-05-03,\N,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
293,1992,5,21,San Marino Grand Prix,n°5 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1992-05-17,\N,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
294,1992,6,6,Monaco Grand Prix,n°6 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1992-05-31,\N,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
295,1992,7,7,Canadian Grand Prix,n°7 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1992-06-14,\N,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
296,1992,8,8,French Grand Prix,n°8 - French Grand Prix,France,Magny Cours,46.8642,3.16361,1992-07-05,\N,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
297,1992,9,9,British Grand Prix,n°9 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1992-07-12,\N,http://en.wikipedia.org/wiki/1992_British_Grand_Prix
298,1992,10,10,German Grand Prix,n°10 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1992-07-26,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix
299,1992,11,11,Hungarian Grand Prix,n°11 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1992-08-16,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix
300,1992,12,13,Belgian Grand Prix,n°12 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1992-08-30,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
301,1992,13,14,Italian Grand Prix,n°13 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1992-09-13,\N,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
302,1992,14,27,Portuguese Grand Prix,n°14 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1992-09-27,\N,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
303,1992,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1992-10-25,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix
304,1992,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1992-11-08,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
305,1991,1,33,United States Grand Prix,n°1 - United States Grand Prix,USA,Phoenix,33.4479,-112.075,1991-03-10,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
306,1991,2,18,Brazilian Grand Prix,n°2 - Brazilian Grand Prix,Brazil,São Paulo,-23.7036,-46.6997,1991-03-24,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
307,1991,3,21,San Marino Grand Prix,n°3 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1991-04-28,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix
308,1991,4,6,Monaco Grand Prix,n°4 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1991-05-12,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix
309,1991,5,7,Canadian Grand Prix,n°5 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1991-06-02,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix
310,1991,6,32,Mexican Grand Prix,n°6 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1991-06-16,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix
311,1991,7,8,French Grand Prix,n°7 - French Grand Prix,France,Magny Cours,46.8642,3.16361,1991-07-07,\N,http://en.wikipedia.org/wiki/1991_French_Grand_Prix
312,1991,8,9,British Grand Prix,n°8 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1991-07-14,\N,http://en.wikipedia.org/wiki/1991_British_Grand_Prix
313,1991,9,10,German Grand Prix,n°9 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1991-07-28,\N,http://en.wikipedia.org/wiki/1991_German_Grand_Prix
314,1991,10,11,Hungarian Grand Prix,n°10 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1991-08-11,\N,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix
315,1991,11,13,Belgian Grand Prix,n°11 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1991-08-25,\N,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix
316,1991,12,14,Italian Grand Prix,n°12 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1991-09-08,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix
317,1991,13,27,Portuguese Grand Prix,n°13 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1991-09-22,\N,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
318,1991,14,4,Spanish Grand Prix,n°14 - Spanish Grand Prix,Spain,Montmeló,41.57,2.26111,1991-09-29,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix
319,1991,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1991-10-20,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
320,1991,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1991-11-03,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
321,1990,1,33,United States Grand Prix,n°1 - United States Grand Prix,USA,Phoenix,33.4479,-112.075,1990-03-11,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix
322,1990,2,18,Brazilian Grand Prix,n°2 - Brazilian Grand Prix,Brazil,São Paulo,-23.7036,-46.6997,1990-03-25,\N,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix
323,1990,3,21,San Marino Grand Prix,n°3 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1990-05-13,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
324,1990,4,6,Monaco Grand Prix,n°4 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1990-05-27,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix
325,1990,5,7,Canadian Grand Prix,n°5 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1990-06-10,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix
326,1990,6,32,Mexican Grand Prix,n°6 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1990-06-24,\N,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix
327,1990,7,34,French Grand Prix,n°7 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1990-07-08,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix
328,1990,8,9,British Grand Prix,n°8 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1990-07-15,\N,http://en.wikipedia.org/wiki/1990_British_Grand_Prix
329,1990,9,10,German Grand Prix,n°9 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1990-07-29,\N,http://en.wikipedia.org/wiki/1990_German_Grand_Prix
330,1990,10,11,Hungarian Grand Prix,n°10 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1990-08-12,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix
331,1990,11,13,Belgian Grand Prix,n°11 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1990-08-26,\N,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix
332,1990,12,14,Italian Grand Prix,n°12 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1990-09-09,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
333,1990,13,27,Portuguese Grand Prix,n°13 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1990-09-23,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix
334,1990,14,26,Spanish Grand Prix,n°14 - Spanish Grand Prix,Spain,Jerez de la Frontera,36.7083,-6.03417,1990-09-30,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix
335,1990,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1990-10-21,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
336,1990,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1990-11-04,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
337,2010,1,3,Bahrain Grand Prix,n°1 - Bahrain Grand Prix,Bahrain,Sakhir,26.0325,50.5106,2010-03-14,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix
338,2010,2,1,Australian Grand Prix,n°2 - Australian Grand Prix,Australia,Melbourne,-37.8497,144.968,2010-03-28,06:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix
339,2010,3,2,Malaysian Grand Prix,n°3 - Malaysian Grand Prix,Malaysia,Kuala Lumpur,2.76083,101.738,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
340,2010,4,17,Chinese Grand Prix,n°4 - Chinese Grand Prix,China,Shanghai,31.3389,121.22,2010-04-18,06:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix
341,2010,5,4,Spanish Grand Prix,n°5 - Spanish Grand Prix,Spain,Montmeló,41.57,2.26111,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
342,2010,6,6,Monaco Grand Prix,n°6 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,2010-05-16,12:00:00,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix
343,2010,7,5,Turkish Grand Prix,n°7 - Turkish Grand Prix,Turkey,Istanbul,40.9517,29.405,2010-05-30,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix
344,2010,8,7,Canadian Grand Prix,n°8 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,2010-06-13,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
345,2010,9,12,European Grand Prix,n°9 - European Grand Prix,Spain,Valencia,39.4589,-0.331667,2010-06-27,12:00:00,http://en.wikipedia.org/wiki/2010_European_Grand_Prix
346,2010,10,9,British Grand Prix,n°10 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix
347,2010,11,10,German Grand Prix,n°11 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix
348,2010,12,11,Hungarian Grand Prix,n°12 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,2010-08-01,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
349,2010,13,13,Belgian Grand Prix,n°13 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix
350,2010,14,14,Italian Grand Prix,n°14 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,2010-09-12,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix
351,2010,15,15,Singapore Grand Prix,n°15 - Singapore Grand Prix,Singapore,Marina Bay,2914-01-01,103.864,2010-09-26,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix
352,2010,16,22,Japanese Grand Prix,n°16 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix
353,2010,17,35,Korean Grand Prix,n°17 - Korean Grand Prix,Korea,Yeongam County,34.7333,126.417,2010-10-24,05:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix
354,2010,18,18,Brazilian Grand Prix,n°18 - Brazilian Grand Prix,Brazil,São Paulo,-23.7036,-46.6997,2010-11-07,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix
355,2010,19,24,Abu Dhabi Grand Prix,n°19 - Abu Dhabi Grand Prix,UAE,Abu Dhabi,24.4672,54.6031,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
356,1989,1,36,Brazilian Grand Prix,n°1 - Brazilian Grand Prix,Brazil,Rio de Janeiro,-22.9756,-43.395,1989-03-26,\N,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix
357,1989,2,21,San Marino Grand Prix,n°2 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1989-04-23,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix
358,1989,3,6,Monaco Grand Prix,n°3 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1989-05-07,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix
359,1989,4,32,Mexican Grand Prix,n°4 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1989-05-28,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix
360,1989,5,33,United States Grand Prix,n°5 - United States Grand Prix,USA,Phoenix,33.4479,-112.075,1989-06-04,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix
361,1989,6,7,Canadian Grand Prix,n°6 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1989-06-18,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix
362,1989,7,34,French Grand Prix,n°7 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1989-07-09,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix
363,1989,8,9,British Grand Prix,n°8 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1989-07-16,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix
364,1989,9,10,German Grand Prix,n°9 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1989-07-30,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix
365,1989,10,11,Hungarian Grand Prix,n°10 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1989-08-13,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
366,1989,11,13,Belgian Grand Prix,n°11 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1989-08-27,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix
367,1989,12,14,Italian Grand Prix,n°12 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1989-09-10,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
368,1989,13,27,Portuguese Grand Prix,n°13 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1989-09-24,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix
369,1989,14,26,Spanish Grand Prix,n°14 - Spanish Grand Prix,Spain,Jerez de la Frontera,36.7083,-6.03417,1989-10-01,\N,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix
370,1989,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1989-10-22,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix
371,1989,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1989-11-05,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
372,1988,1,36,Brazilian Grand Prix,n°1 - Brazilian Grand Prix,Brazil,Rio de Janeiro,-22.9756,-43.395,1988-04-03,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix
373,1988,2,21,San Marino Grand Prix,n°2 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1988-05-01,\N,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix
374,1988,3,6,Monaco Grand Prix,n°3 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1988-05-15,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix
375,1988,4,32,Mexican Grand Prix,n°4 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1988-05-29,\N,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix
376,1988,5,7,Canadian Grand Prix,n°5 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1988-06-12,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
377,1988,6,37,Detroit Grand Prix,n°6 - Detroit Grand Prix,USA,Detroit,42.3298,-83.0401,1988-06-19,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
378,1988,7,34,French Grand Prix,n°7 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1988-07-03,\N,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
379,1988,8,9,British Grand Prix,n°8 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1988-07-10,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
380,1988,9,10,German Grand Prix,n°9 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1988-07-24,\N,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
381,1988,10,11,Hungarian Grand Prix,n°10 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1988-08-07,\N,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
382,1988,11,13,Belgian Grand Prix,n°11 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1988-08-28,\N,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
383,1988,12,14,Italian Grand Prix,n°12 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1988-09-11,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
384,1988,13,27,Portuguese Grand Prix,n°13 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1988-09-25,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
385,1988,14,26,Spanish Grand Prix,n°14 - Spanish Grand Prix,Spain,Jerez de la Frontera,36.7083,-6.03417,1988-10-02,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
386,1988,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1988-10-30,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
387,1988,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1988-11-13,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
388,1987,1,36,Brazilian Grand Prix,n°1 - Brazilian Grand Prix,Brazil,Rio de Janeiro,-22.9756,-43.395,1987-04-12,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix
389,1987,2,21,San Marino Grand Prix,n°2 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1987-05-03,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix
390,1987,3,13,Belgian Grand Prix,n°3 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1987-05-17,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
391,1987,4,6,Monaco Grand Prix,n°4 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1987-05-31,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix
392,1987,5,37,Detroit Grand Prix,n°5 - Detroit Grand Prix,USA,Detroit,42.3298,-83.0401,1987-06-21,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix
393,1987,6,34,French Grand Prix,n°6 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1987-07-05,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix
394,1987,7,9,British Grand Prix,n°7 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1987-07-12,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
395,1987,8,10,German Grand Prix,n°8 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1987-07-26,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix
396,1987,9,11,Hungarian Grand Prix,n°9 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1987-08-09,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
397,1987,10,23,Austrian Grand Prix,n°10 - Austrian Grand Prix,Austria,Spielburg,47.2197,14.7647,1987-08-16,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix
398,1987,11,14,Italian Grand Prix,n°11 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1987-09-06,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix
399,1987,12,27,Portuguese Grand Prix,n°12 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1987-09-20,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix
400,1987,13,26,Spanish Grand Prix,n°13 - Spanish Grand Prix,Spain,Jerez de la Frontera,36.7083,-6.03417,1987-09-27,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix
401,1987,14,32,Mexican Grand Prix,n°14 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1987-10-18,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix
402,1987,15,22,Japanese Grand Prix,n°15 - Japanese Grand Prix,Japan,Suzuka,34.8431,136.541,1987-11-01,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix
403,1987,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1987-11-15,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix
404,1986,1,36,Brazilian Grand Prix,n°1 - Brazilian Grand Prix,Brazil,Rio de Janeiro,-22.9756,-43.395,1986-03-23,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix
405,1986,2,26,Spanish Grand Prix,n°2 - Spanish Grand Prix,Spain,Jerez de la Frontera,36.7083,-6.03417,1986-04-13,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix
406,1986,3,21,San Marino Grand Prix,n°3 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1986-04-27,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
407,1986,4,6,Monaco Grand Prix,n°4 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1986-05-11,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix
408,1986,5,13,Belgian Grand Prix,n°5 - Belgian Grand Prix,Belgium,Spa,50.4372,5.97139,1986-05-25,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix
409,1986,6,7,Canadian Grand Prix,n°6 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
410,1986,7,37,Detroit Grand Prix,n°7 - Detroit Grand Prix,USA,Detroit,42.3298,-83.0401,1986-06-22,\N,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix
411,1986,8,34,French Grand Prix,n°8 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1986-07-06,\N,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
412,1986,9,38,British Grand Prix,n°9 - British Grand Prix,UK,Kent,51.3569,0.263056,1986-07-13,\N,http://en.wikipedia.org/wiki/1986_British_Grand_Prix
413,1986,10,10,German Grand Prix,n°10 - German Grand Prix,Germany,Hockenheim,49.3278,8.56583,1986-07-27,\N,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
414,1986,11,11,Hungarian Grand Prix,n°11 - Hungarian Grand Prix,Hungary,Budapest,47.5789,19.2486,1986-08-10,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix
415,1986,12,23,Austrian Grand Prix,n°12 - Austrian Grand Prix,Austria,Spielburg,47.2197,14.7647,1986-08-17,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
416,1986,13,14,Italian Grand Prix,n°13 - Italian Grand Prix,Italy,Monza,45.6156,9.28111,1986-09-07,\N,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
417,1986,14,27,Portuguese Grand Prix,n°14 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1986-09-21,\N,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
418,1986,15,32,Mexican Grand Prix,n°15 - Mexican Grand Prix,Mexico,Mexico City,19.4042,-99.0907,1986-10-12,\N,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
419,1986,16,29,Australian Grand Prix,n°16 - Australian Grand Prix,Australia,Adelaide,-34.9272,138.617,1986-10-26,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
420,1985,1,36,Brazilian Grand Prix,n°1 - Brazilian Grand Prix,Brazil,Rio de Janeiro,-22.9756,-43.395,1985-04-07,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix
421,1985,2,27,Portuguese Grand Prix,n°2 - Portuguese Grand Prix,Portugal,Estoril,38.7506,-9.39417,1985-04-21,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix
422,1985,3,21,San Marino Grand Prix,n°3 - San Marino Grand Prix,Italy,Imola,44.3439,7167-11-01,1985-05-05,\N,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix
423,1985,4,6,Monaco Grand Prix,n°4 - Monaco Grand Prix,Monaco,Monte-Carlo,43.7347,7.42056,1985-05-19,\N,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix
424,1985,5,7,Canadian Grand Prix,n°5 - Canadian Grand Prix,Canada,Montreal,45.5,-73.5228,1985-06-16,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
425,1985,6,37,Detroit Grand Prix,n°6 - Detroit Grand Prix,USA,Detroit,42.3298,-83.0401,1985-06-23,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
426,1985,7,34,French Grand Prix,n°7 - French Grand Prix,France,Le Castellet,43.2506,5.79167,1985-07-07,\N,http://en.wikipedia.org/wiki/1985_French_Grand_Prix
427,1985,8,9,British Grand Prix,n°8 - British Grand Prix,UK,Silverstone,52.0786,-1.01694,1985-07-21,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix
428,1985,9,20,German Grand Prix,n°9 - German Grand Prix,Germany,Nürburg,50.3356,9475-06-01,1985-08-04,\N,http://en.wikipedia.org/wiki/1985_German_Grand_Prix
