constructorStandingsId,raceId,racename,raceround,constructorId,name,nationality,wiki,points,position,positionText,wins
22536,581,n°6 - Belgian Grand Prix,6,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,19,4,4,1
22535,581,n°6 - Belgian Grand Prix,6,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,0,9,9,0
22534,581,n°6 - Belgian Grand Prix,6,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,6,6,6,0
22533,581,n°6 - Belgian Grand Prix,6,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,1,8,8,0
22532,581,n°6 - Belgian Grand Prix,6,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,15,15,0
22531,581,n°6 - Belgian Grand Prix,6,202,Shadow-Ford,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,2.5,7,7,0
22715,582,n°7 - Swedish Grand Prix,7,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,17,17,0
22714,582,n°7 - Swedish Grand Prix,7,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),1,11,11,0
22713,582,n°7 - Swedish Grand Prix,7,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,14,14,0
22712,582,n°7 - Swedish Grand Prix,7,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,3,7,7,0
22711,582,n°7 - Swedish Grand Prix,7,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,13,13,0
22710,582,n°7 - Swedish Grand Prix,7,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,0,12,12,0
22709,582,n°7 - Swedish Grand Prix,7,56,Fittipaldi,#N/A,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,0,16,16,0
22708,582,n°7 - Swedish Grand Prix,7,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,26.5,3,3,2
22706,582,n°7 - Swedish Grand Prix,7,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,33,2,2,1
22704,582,n°7 - Swedish Grand Prix,7,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,19,4,4,1
22701,582,n°7 - Swedish Grand Prix,7,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,1,10,10,0
22700,582,n°7 - Swedish Grand Prix,7,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,15,15,0
22733,583,n°8 - Dutch Grand Prix,8,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,18,18,0
22732,583,n°8 - Dutch Grand Prix,8,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,16,16,0
22731,583,n°8 - Dutch Grand Prix,8,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),1,11,11,0
22730,583,n°8 - Dutch Grand Prix,8,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,14,14,0
22729,583,n°8 - Dutch Grand Prix,8,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,3,8,8,0
22728,583,n°8 - Dutch Grand Prix,8,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,13,13,0
22727,583,n°8 - Dutch Grand Prix,8,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,0,12,12,0
22726,583,n°8 - Dutch Grand Prix,8,56,Fittipaldi,#N/A,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,0,17,17,0
22725,583,n°8 - Dutch Grand Prix,8,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,26.5,3,3,2
22723,583,n°8 - Dutch Grand Prix,8,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,36,2,2,1
22721,583,n°8 - Dutch Grand Prix,8,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,19,4,4,1
22719,583,n°8 - Dutch Grand Prix,8,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,6,6,6,0
22718,583,n°8 - Dutch Grand Prix,8,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,1,10,10,0
22717,583,n°8 - Dutch Grand Prix,8,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,15,15,0
22751,584,n°9 - French Grand Prix,9,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,18,18,0
22750,584,n°9 - French Grand Prix,9,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,16,16,0
22749,584,n°9 - French Grand Prix,9,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),1,11,11,0
22748,584,n°9 - French Grand Prix,9,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,14,14,0
22747,584,n°9 - French Grand Prix,9,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,7,7,0
22746,584,n°9 - French Grand Prix,9,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,13,13,0
22745,584,n°9 - French Grand Prix,9,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,0,12,12,0
22743,584,n°9 - French Grand Prix,9,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,30.5,3,3,2
22742,584,n°9 - French Grand Prix,9,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,22,4,4,1
22739,584,n°9 - French Grand Prix,9,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,20,5,5,1
22737,584,n°9 - French Grand Prix,9,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,6,6,6,0
22736,584,n°9 - French Grand Prix,9,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,1,10,10,0
22735,584,n°9 - French Grand Prix,9,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,15,15,0
22770,585,n°10 - British Grand Prix,10,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,19,19,0
22769,585,n°10 - British Grand Prix,10,76,Lyncar,#N/A,http://en.wikipedia.org/wiki/Lyncar,0,18,18,0
22768,585,n°10 - British Grand Prix,10,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,16,16,0
22767,585,n°10 - British Grand Prix,10,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),1,11,11,0
22766,585,n°10 - British Grand Prix,10,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,14,14,0
22765,585,n°10 - British Grand Prix,10,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,7,7,0
22764,585,n°10 - British Grand Prix,10,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,13,13,0
22763,585,n°10 - British Grand Prix,10,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,0,12,12,0
22761,585,n°10 - British Grand Prix,10,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,39.5,3,3,3
22760,585,n°10 - British Grand Prix,10,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,25,4,4,1
22757,585,n°10 - British Grand Prix,10,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,24,5,5,1
22756,585,n°10 - British Grand Prix,10,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,2,10,10,0
22755,585,n°10 - British Grand Prix,10,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,6,6,6,0
22754,585,n°10 - British Grand Prix,10,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,3,9,9,0
22753,585,n°10 - British Grand Prix,10,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,15,15,0
22789,586,n°11 - German Grand Prix,11,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,19,19,0
22788,586,n°11 - German Grand Prix,11,76,Lyncar,#N/A,http://en.wikipedia.org/wiki/Lyncar,0,18,18,0
22787,586,n°11 - German Grand Prix,11,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,1,13,13,0
22786,586,n°11 - German Grand Prix,11,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),3,11,11,0
22785,586,n°11 - German Grand Prix,11,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,15,15,0
22784,586,n°11 - German Grand Prix,11,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,9,9,0
22783,586,n°11 - German Grand Prix,11,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,14,14,0
22782,586,n°11 - German Grand Prix,11,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,6,8,8,0
22780,586,n°11 - German Grand Prix,11,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,39.5,3,3,3
22779,586,n°11 - German Grand Prix,11,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,25,4,4,1
22776,586,n°11 - German Grand Prix,11,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,24,5,5,1
22775,586,n°11 - German Grand Prix,11,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,2,12,12,0
22774,586,n°11 - German Grand Prix,11,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,6,7,7,0
22773,586,n°11 - German Grand Prix,11,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,3,10,10,0
22772,586,n°11 - German Grand Prix,11,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,16,16,0
22809,587,n°12 - Austrian Grand Prix,12,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,20,20,0
22808,587,n°12 - Austrian Grand Prix,12,203,Shadow-Matra,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,19,19,0
22807,587,n°12 - Austrian Grand Prix,12,76,Lyncar,#N/A,http://en.wikipedia.org/wiki/Lyncar,0,18,18,0
22806,587,n°12 - Austrian Grand Prix,12,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,1,13,13,0
22805,587,n°12 - Austrian Grand Prix,12,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),3,11,11,0
22804,587,n°12 - Austrian Grand Prix,12,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,15,15,0
22803,587,n°12 - Austrian Grand Prix,12,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,10,10,0
22802,587,n°12 - Austrian Grand Prix,12,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,14,14,0
22801,587,n°12 - Austrian Grand Prix,12,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,6,9,9,0
22800,587,n°12 - Austrian Grand Prix,12,56,Fittipaldi,#N/A,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,0,17,17,0
22799,587,n°12 - Austrian Grand Prix,12,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,41,3,3,3
22798,587,n°12 - Austrian Grand Prix,12,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,28,4,4,1
22797,587,n°12 - Austrian Grand Prix,12,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,51,2,2,2
22796,587,n°12 - Austrian Grand Prix,12,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,54.5,1,1,4
22795,587,n°12 - Austrian Grand Prix,12,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,24,5,5,1
22794,587,n°12 - Austrian Grand Prix,12,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,2,12,12,0
22829,588,n°13 - Italian Grand Prix,13,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,20,20,0
22828,588,n°13 - Italian Grand Prix,13,203,Shadow-Matra,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,19,19,0
22827,588,n°13 - Italian Grand Prix,13,76,Lyncar,#N/A,http://en.wikipedia.org/wiki/Lyncar,0,18,18,0
22826,588,n°13 - Italian Grand Prix,13,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,1,13,13,0
22825,588,n°13 - Italian Grand Prix,13,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),3,11,11,0
22824,588,n°13 - Italian Grand Prix,13,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,15,15,0
22823,588,n°13 - Italian Grand Prix,13,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,10,10,0
22822,588,n°13 - Italian Grand Prix,13,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,14,14,0
22821,588,n°13 - Italian Grand Prix,13,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,6,9,9,0
22820,588,n°13 - Italian Grand Prix,13,56,Fittipaldi,#N/A,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,0,17,17,0
22819,588,n°13 - Italian Grand Prix,13,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,47,3,3,3
22818,588,n°13 - Italian Grand Prix,13,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,30,4,4,1
22817,588,n°13 - Italian Grand Prix,13,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,54,2,2,2
22816,588,n°13 - Italian Grand Prix,13,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,63.5,1,1,5
22815,588,n°13 - Italian Grand Prix,13,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,24,5,5,1
22814,588,n°13 - Italian Grand Prix,13,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,2,12,12,0
22849,589,n°14 - United States Grand Prix,14,74,Maki,#N/A,http://en.wikipedia.org/wiki/Maki_(cars),0,20,20,0
22848,589,n°14 - United States Grand Prix,14,203,Shadow-Matra,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,19,19,0
22847,589,n°14 - United States Grand Prix,14,76,Lyncar,#N/A,http://en.wikipedia.org/wiki/Lyncar,0,18,18,0
22846,589,n°14 - United States Grand Prix,14,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,1,13,13,0
22845,589,n°14 - United States Grand Prix,14,75,Embassy Hill,#N/A,http://en.wikipedia.org/wiki/Hill_(constructor),3,11,11,0
22844,589,n°14 - United States Grand Prix,14,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,0,15,15,0
22843,589,n°14 - United States Grand Prix,14,73,Parnelli,#N/A,http://en.wikipedia.org/wiki/Parnelli,5,10,10,0
22842,589,n°14 - United States Grand Prix,14,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,14,14,0
22841,589,n°14 - United States Grand Prix,14,3,Williams,#N/A,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,6,9,9,0
22840,589,n°14 - United States Grand Prix,14,56,Fittipaldi,#N/A,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,0,16,16,0
22839,589,n°14 - United States Grand Prix,14,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,53,3,3,3
22838,589,n°14 - United States Grand Prix,14,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,33,4,4,1
22837,589,n°14 - United States Grand Prix,14,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,54,2,2,2
22836,589,n°14 - United States Grand Prix,14,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,72.5,1,1,6
22835,589,n°14 - United States Grand Prix,14,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,25,5,5,1
22834,589,n°14 - United States Grand Prix,14,67,Penske,#N/A,http://en.wikipedia.org/wiki/Penske_Racing,2,12,12,0
22222,590,n°1 - Argentine Grand Prix,1,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,11,11,0
22221,590,n°1 - Argentine Grand Prix,1,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,0,10,10,0
22220,590,n°1 - Argentine Grand Prix,1,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,0,9,9,0
22219,590,n°1 - Argentine Grand Prix,1,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,0,8,8,0
22218,590,n°1 - Argentine Grand Prix,1,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,9,1,1,1
22217,590,n°1 - Argentine Grand Prix,1,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,6,2,2,0
22216,590,n°1 - Argentine Grand Prix,1,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,2,3,3,0
22215,590,n°1 - Argentine Grand Prix,1,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,1,4,4,0
22214,590,n°1 - Argentine Grand Prix,1,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,0,5,5,0
22213,590,n°1 - Argentine Grand Prix,1,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,0,6,6,0
22212,590,n°1 - Argentine Grand Prix,1,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,7,7,0
22233,591,n°2 - Brazilian Grand Prix,2,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,10,10,0
22232,591,n°2 - Brazilian Grand Prix,2,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,0,11,11,0
22231,591,n°2 - Brazilian Grand Prix,2,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,4,3,3,0
22230,591,n°2 - Brazilian Grand Prix,2,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,3,4,4,0
22229,591,n°2 - Brazilian Grand Prix,2,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,18,1,1,2
22228,591,n°2 - Brazilian Grand Prix,2,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,12,2,2,0
22227,591,n°2 - Brazilian Grand Prix,2,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,2,5,5,0
22226,591,n°2 - Brazilian Grand Prix,2,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,1,6,6,0
22225,591,n°2 - Brazilian Grand Prix,2,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,0,7,7,0
22224,591,n°2 - Brazilian Grand Prix,2,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,0,8,8,0
22223,591,n°2 - Brazilian Grand Prix,2,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,9,9,0
22245,592,n°3 - South African Grand Prix,3,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,0,12,12,0
22244,592,n°3 - South African Grand Prix,3,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,11,11,0
22243,592,n°3 - South African Grand Prix,3,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,1,9,9,0
22242,592,n°3 - South African Grand Prix,3,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,4,5,5,0
22241,592,n°3 - South African Grand Prix,3,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,3,7,7,0
22240,592,n°3 - South African Grand Prix,3,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,22,1,1,2
22239,592,n°3 - South African Grand Prix,3,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,12,2,2,0
22238,592,n°3 - South African Grand Prix,3,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,8,4,4,0
22237,592,n°3 - South African Grand Prix,3,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,4,6,6,0
22236,592,n°3 - South African Grand Prix,3,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,9,3,3,1
22235,592,n°3 - South African Grand Prix,3,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,2,8,8,0
22234,592,n°3 - South African Grand Prix,3,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,10,10,0
22259,593,n°4 - Spanish Grand Prix,4,78,Amon,#N/A,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),0,14,14,0
22258,593,n°4 - Spanish Grand Prix,4,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,10,10,0
22257,593,n°4 - Spanish Grand Prix,4,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,0,11,11,0
22256,593,n°4 - Spanish Grand Prix,4,77,Trojan,#N/A,http://en.wikipedia.org/wiki/Trojan_(Racing_team),0,13,13,0
22255,593,n°4 - Spanish Grand Prix,4,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,1,9,9,0
22254,593,n°4 - Spanish Grand Prix,4,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,4,7,7,0
22253,593,n°4 - Spanish Grand Prix,4,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,3,8,8,0
22252,593,n°4 - Spanish Grand Prix,4,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,26,1,1,2
22251,593,n°4 - Spanish Grand Prix,4,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,21,2,2,1
22250,593,n°4 - Spanish Grand Prix,4,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,8,4,4,0
22249,593,n°4 - Spanish Grand Prix,4,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,6,5,5,0
22248,593,n°4 - Spanish Grand Prix,4,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,9,3,3,1
22247,593,n°4 - Spanish Grand Prix,4,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,5,6,6,0
22246,593,n°4 - Spanish Grand Prix,4,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,12,12,0
22275,594,n°5 - Belgian Grand Prix,5,79,Token,#N/A,http://en.wikipedia.org/wiki/Token_(Racing_team),0,15,15,0
22274,594,n°5 - Belgian Grand Prix,5,78,Amon,#N/A,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),0,16,16,0
22273,594,n°5 - Belgian Grand Prix,5,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,14,14,0
22272,594,n°5 - Belgian Grand Prix,5,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,0,10,10,0
22271,594,n°5 - Belgian Grand Prix,5,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,0,13,13,0
22270,594,n°5 - Belgian Grand Prix,5,77,Trojan,#N/A,http://en.wikipedia.org/wiki/Trojan_(Racing_team),0,12,12,0
22269,594,n°5 - Belgian Grand Prix,5,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,1,9,9,0
22268,594,n°5 - Belgian Grand Prix,5,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,4,7,7,0
22267,594,n°5 - Belgian Grand Prix,5,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,3,8,8,0
22266,594,n°5 - Belgian Grand Prix,5,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,35,1,1,3
22265,594,n°5 - Belgian Grand Prix,5,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,27,2,2,1
22264,594,n°5 - Belgian Grand Prix,5,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,10,3,3,0
22263,594,n°5 - Belgian Grand Prix,5,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,10,4,4,0
22262,594,n°5 - Belgian Grand Prix,5,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,9,5,5,1
22261,594,n°5 - Belgian Grand Prix,5,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,5,6,6,0
22260,594,n°5 - Belgian Grand Prix,5,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,11,11,0
22291,595,n°6 - Monaco Grand Prix,6,79,Token,#N/A,http://en.wikipedia.org/wiki/Token_(Racing_team),0,15,15,0
22290,595,n°6 - Monaco Grand Prix,6,78,Amon,#N/A,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),0,16,16,0
22289,595,n°6 - Monaco Grand Prix,6,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,14,14,0
22288,595,n°6 - Monaco Grand Prix,6,58,Shadow,#N/A,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,4,8,8,0
22287,595,n°6 - Monaco Grand Prix,6,64,Hesketh,#N/A,http://en.wikipedia.org/wiki/Hesketh_Racing,0,13,13,0
22286,595,n°6 - Monaco Grand Prix,6,77,Trojan,#N/A,http://en.wikipedia.org/wiki/Trojan_(Racing_team),0,12,12,0
22285,595,n°6 - Monaco Grand Prix,6,80,Iso Marlboro,#N/A,http://en.wikipedia.org/wiki/Iso_Marlboro,1,10,10,0
22284,595,n°6 - Monaco Grand Prix,6,32,Team Lotus,#N/A,http://en.wikipedia.org/wiki/Team_Lotus,13,4,4,1
22283,595,n°6 - Monaco Grand Prix,6,63,Surtees,#N/A,http://en.wikipedia.org/wiki/Surtees,3,9,9,0
22282,595,n°6 - Monaco Grand Prix,6,1,McLaren,#N/A,http://en.wikipedia.org/wiki/McLaren,37,1,1,3
22281,595,n°6 - Monaco Grand Prix,6,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,30,2,2,1
22280,595,n°6 - Monaco Grand Prix,6,66,BRM,#N/A,http://en.wikipedia.org/wiki/BRM,10,6,6,0
22279,595,n°6 - Monaco Grand Prix,6,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,16,3,3,0
22278,595,n°6 - Monaco Grand Prix,6,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,10,5,5,1
22277,595,n°6 - Monaco Grand Prix,6,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,5,7,7,0
22276,595,n°6 - Monaco Grand Prix,6,26,Lola,#N/A,http://en.wikipedia.org/wiki/MasterCard_Lola,0,11,11,0
22307,596,n°7 - Swedish Grand Prix,7,79,Token,#N/A,http://en.wikipedia.org/wiki/Token_(Racing_team),0,15,15,0
22306,596,n°7 - Swedish Grand Prix,7,78,Amon,#N/A,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),0,16,16,0
22305,596,n°7 - Swedish Grand Prix,7,57,Ensign,#N/A,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,0,14,14,0
